Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1742955463.123132,5709,1742955463,122958704,ft_sensor0_wrench,0.050135135650634766,-0.023670196533203125,0.03272104263305664,-0.0005119740962982178,-0.0007649734616279602,0.00011810660362243652
1742955463.1296558,5710,1742955463,129584194,ft_sensor0_wrench,0.019772052764892578,-0.04123687744140625,-0.01514291763305664,-0.0009928643703460693,8.940696716308594e-05,0.0001096874475479126
1742955463.1363454,5711,1742955463,136250774,ft_sensor0_wrench,0.0327906608581543,-0.05472373962402344,0.032964229583740234,-0.0009918212890625,-0.00049620121717453,0.0005396455526351929
1742955463.1431372,5712,1742955463,142935363,ft_sensor0_wrench,-0.009551048278808594,-0.0051784515380859375,0.03298377990722656,0.0004411935806274414,-0.0002574324607849121,0.00031176209449768066
1742955463.1497421,5713,1742955463,149614378,ft_sensor0_wrench,0.04700040817260742,-0.05548095703125,0.009737968444824219,-0.0014341473579406738,-0.000699751079082489,0.00011827051639556885
1742955463.1564229,5714,1742955463,156251121,ft_sensor0_wrench,-0.0021262168884277344,0.008899688720703125,0.03314018249511719,-5.066394805908203e-07,-7.4729323387146e-06,0.00012382864952087402
1742955463.1630807,5715,1742955463,162936426,ft_sensor0_wrench,-0.008760929107666016,0.023143768310546875,0.031154632568359375,0.0008672773838043213,0.00047209858894348145,0.0003229975700378418
1742955463.1696477,5716,1742955463,169585098,ft_sensor0_wrench,-0.01189565658569336,-0.0086669921875,0.008171558380126953,-5.4895877838134766e-05,0.0005373209714889526,0.0003231465816497803
1742955463.1763973,5717,1742955463,176250479,ft_sensor0_wrench,-0.006404399871826172,-0.0078582763671875,0.07941722869873047,-6.183981895446777e-05,0.0004188045859336853,0.000324249267578125
1742955463.183084,5718,1742955463,182936091,ft_sensor0_wrench,0.02760791778564453,-0.0369415283203125,0.08091449737548828,-0.0005036890506744385,-0.0008238554000854492,9.940564632415771e-05
1742955463.189666,5719,1742955463,189587524,ft_sensor0_wrench,-0.04509782791137695,-0.0049610137939453125,0.033069610595703125,0.00044843554496765137,0.0002692900598049164,-0.00013691186904907227
1742955463.1963482,5720,1742955463,196249774,ft_sensor0_wrench,-0.0299835205078125,-0.04026222229003906,0.00816965103149414,-0.0005433261394500732,0.000819675624370575,8.237361907958984e-05
